cust_key,cd_key,issue_dt,term_mo,principal_amt,rate_pct,payout_freq_cd,rate_type_cd,auto_renew_ind,status_cd,branch_id,ccy_cd,accrual_cd,brokered_ind
5102,1005566,25-AUG-2023,60,53705.9,3.869,Q,V,1,A,102,USD,ACT365,0
1765,1005567,05-MAR-2023,18,155707.35,1.942,Q,F,0,M,140,USD,ACT365,0
2811,1005568,25-FEB-2023,3,177363.77,0.968,A,F,0,M,54,USD,ACT365,0
2514,1005569,15-MAR-2026,60,209437.64,4.648,A,V,1,A,115,USD,30360,0
1733,1005570,29-SEP-2023,12,225015.56,1.536,Q,V,1,M,6,USD,30360,0
6094,1005571,23-SEP-2023,36,218824.36,2.27,M,V,1,A,121,USD,ACT365,0
5535,1005572,05-FEB-2022,24,170657.65,2.169,A,V,0,M,92,USD,ACT365,0
1910,1005573,22-JAN-2023,12,228749.26,1.107,M,F,1,M,77,USD,30360,0
5495,1005574,08-JUN-2024,12,69248.36,1.695,Q,F,0,M,121,USD,ACT365,0
5708,1005575,11-MAY-2025,18,181456.34,2.021,M,F,0,A,128,USD,30360,0
4313,1005576,13-NOV-2024,12,19628.52,1.227,Q,V,0,M,132,USD,30360,0
4627,1005577,19-FEB-2024,6,31744.49,0.757,A,F,1,M,111,USD,ACT365,0
7479,1005578,10-NOV-2024,36,56917.47,2.766,Q,F,1,A,19,USD,ACT365,0
3631,1005579,16-MAR-2020,36,26117.85,2.404,M,F,0,M,9,USD,30360,0
3083,1005580,06-SEP-2021,24,241433.63,1.787,Q,F,1,M,40,USD,30360,0
4312,1005581,08-JUL-2021,36,116827.94,2.543,M,F,1,M,51,USD,30360,0
6687,1005582,31-JAN-2024,18,226722.74,1.979,Q,V,1,M,25,USD,ACT365,0
5676,1005583,14-SEP-2024,60,119419.67,3.481,Q,F,1,A,145,USD,30360,0
602,1005584,03-DEC-2020,48,175069.21,3.096,M,F,1,M,18,USD,30360,1
3674,1005585,16-MAR-2021,60,80767.84,4.84,A,V,1,M,131,USD,ACT365,0
5918,1005586,04-FEB-2023,3,237691.03,1.644,A,V,0,M,1,USD,ACT365,0
1792,1005587,17-JAN-2026,3,9206.17,1.383,Q,F,1,M,30,USD,ACT365,0
7907,1005588,06-JAN-2020,18,174502.44,1.775,A,V,1,M,103,USD,30360,0
6465,1005589,29-JUN-2025,36,237619.81,2.983,A,V,1,A,65,USD,ACT365,0
6772,1005590,17-MAR-2021,9,197143.08,1.145,M,V,1,M,126,USD,30360,0
654,1005591,04-SEP-2021,6,206985.27,0.25,Q,V,1,M,50,USD,30360,0
4637,1005592,11-DEC-2023,3,75141.17,0.76,Q,F,1,M,51,USD,30360,1
4222,1005593,20-JUL-2024,18,113236.07,1.594,Q,F,1,M,114,USD,30360,0
5014,1005594,17-JUN-2025,60,34477.14,4.01,A,V,1,A,136,USD,ACT365,0
6802,1005595,13-JAN-2020,18,94413.19,1.929,Q,V,1,M,20,USD,ACT365,0
2826,1005596,21-APR-2020,36,2604.6,3.298,Q,F,1,M,144,USD,30360,0
4272,1005597,26-DEC-2022,3,194803.02,0.971,M,F,0,M,129,USD,30360,0
5436,1005598,28-JUN-2023,6,238276.58,0.769,Q,V,0,M,79,USD,ACT365,0
6025,1005599,17-AUG-2021,36,175361.91,2.651,M,V,1,M,16,USD,ACT365,0
6163,1005600,23-DEC-2023,12,202669.25,1.665,A,F,0,M,2,USD,ACT365,0
2696,1005601,28-AUG-2021,3,128610.7,0.921,A,F,0,M,16,USD,30360,1
7985,1005602,27-OCT-2025,9,48321.28,0.999,Q,V,1,A,25,USD,30360,1
77,1005603,08-FEB-2021,48,180343.46,3.544,M,V,1,M,30,USD,ACT365,0
3940,1005604,03-FEB-2024,36,75171.31,2.32,Q,F,0,A,93,USD,30360,1
4870,1005605,24-APR-2023,48,115151.49,3.052,Q,F,0,A,60,USD,30360,0
491,1005606,23-AUG-2020,12,225216.63,1.586,A,V,1,M,79,USD,ACT365,0
3609,1005607,11-OCT-2023,60,93547.81,3.725,M,F,1,A,54,USD,ACT365,1
4767,1005608,30-NOV-2020,60,72697.69,3.877,Q,V,1,M,76,USD,ACT365,0
4861,1005609,15-MAY-2023,12,8407.78,1.446,M,F,1,M,63,USD,30360,1
953,1005610,21-DEC-2023,6,175513.49,1.105,A,F,1,M,91,USD,30360,0
2220,1005611,13-JUN-2020,60,54197.37,3.661,A,V,1,M,96,USD,30360,0
1958,1005612,06-MAY-2021,12,160034.45,1.555,A,F,1,M,100,USD,ACT365,0
5119,1005613,05-NOV-2021,18,91967.74,1.439,Q,F,1,M,55,USD,ACT365,0
2630,1005614,18-OCT-2025,60,197025.08,4.578,Q,V,0,A,45,USD,ACT365,0
4572,1005615,19-MAY-2021,9,222528.67,1.14,A,V,1,M,8,USD,30360,0
5848,1005616,01-OCT-2025,48,59307.96,3.573,A,F,0,A,93,USD,ACT365,1
6378,1005617,03-MAY-2023,6,198181.62,1.377,M,F,0,M,136,USD,30360,0
1471,1005618,03-DEC-2025,9,38627.04,1.156,M,F,1,A,145,USD,ACT365,1
7228,1005619,11-MAR-2025,12,35661.37,1.102,Q,V,1,M,146,USD,ACT365,0
1326,1005620,30-OCT-2021,18,107397.19,2.015,A,V,0,M,25,USD,30360,1
175,1005621,30-JUN-2023,9,81465.12,0.782,Q,F,1,M,10,USD,30360,0
360,1005622,23-JUN-2024,48,246795.86,2.916,A,F,1,A,1,USD,30360,0
1609,1005623,27-JUN-2020,24,201092.76,2.292,M,F,1,M,17,USD,ACT365,0
6986,1005624,21-FEB-2024,36,222614.1,2.65,Q,V,1,A,6,USD,30360,0
1663,1005625,14-NOV-2022,36,34431.42,2.473,M,V,0,M,137,USD,ACT365,0
5548,1005626,22-MAR-2020,24,178633.26,1.905,Q,F,1,M,24,USD,ACT365,0
3348,1005627,31-MAY-2025,24,151268.93,1.802,A,V,0,A,68,USD,30360,0
320,1005628,28-AUG-2021,24,25260.19,2.843,A,V,1,M,146,USD,ACT365,0
3553,1005629,17-JUN-2025,36,198519.07,3.076,Q,F,1,A,146,USD,30360,0
227,1005630,16-APR-2021,60,213518.56,3.711,A,F,1,M,98,USD,30360,0
3809,1005631,20-MAY-2023,6,228566.2,1.011,Q,F,1,M,10,USD,30360,0
4469,1005632,25-APR-2022,18,234985.22,1.969,Q,V,1,M,30,USD,30360,0
4171,1005633,29-JUL-2025,6,27398.74,0.778,Q,F,1,M,47,USD,ACT365,0
2260,1005634,13-DEC-2025,6,220601.99,0.924,A,V,0,A,130,USD,30360,0
6132,1005635,22-OCT-2024,60,236367.32,3.896,M,V,0,A,144,USD,ACT365,0
4774,1005636,12-APR-2025,18,172853.15,1.452,Q,F,0,A,3,USD,ACT365,0
2039,1005637,19-OCT-2024,36,46370.91,3.104,M,F,1,A,110,USD,30360,0
3477,1005638,31-OCT-2021,36,100509.0,2.47,A,F,0,M,33,USD,ACT365,0
868,1005639,30-SEP-2025,3,22982.51,0.919,Q,F,1,M,74,USD,ACT365,0
7386,1005640,24-APR-2023,18,1559.49,1.801,Q,V,1,M,31,USD,30360,0
6024,1005641,22-FEB-2022,6,230055.49,1.675,A,V,1,M,110,USD,30360,0
2303,1005642,14-MAR-2021,9,243098.43,1.25,M,F,0,M,40,USD,30360,0
5399,1005643,06-JUN-2024,6,229863.58,1.868,A,V,1,M,148,USD,ACT365,0
5433,1005644,24-SEP-2021,24,63863.66,1.953,M,F,0,M,123,USD,30360,0
4877,1005645,28-JAN-2024,6,155467.18,1.043,Q,V,1,M,8,USD,30360,0
433,1005646,28-MAY-2020,18,125174.56,2.088,A,F,1,M,78,USD,30360,1
7028,1005647,18-DEC-2023,9,124263.87,1.952,M,V,0,M,49,USD,ACT365,0
7646,1005648,05-JAN-2024,60,107369.29,3.907,M,F,1,A,88,USD,ACT365,0
7793,1005649,11-APR-2023,48,235324.52,3.793,M,V,1,A,87,USD,ACT365,0
7846,1005650,07-FEB-2024,12,197826.9,1.737,A,F,1,M,102,USD,30360,0
7430,1005651,16-MAR-2026,9,211793.71,1.014,M,V,1,A,97,USD,ACT365,1
5912,1005652,27-MAR-2025,36,9135.36,2.714,Q,V,1,A,119,USD,30360,0
455,1005653,29-SEP-2022,24,103281.57,2.066,Q,F,0,M,104,USD,30360,0
3722,1005654,11-JUN-2025,18,149695.58,1.399,M,V,1,A,60,USD,30360,1
1961,1005655,17-DEC-2025,3,164851.02,1.017,M,F,1,M,46,USD,ACT365,0
1760,1005656,31-DEC-2020,3,223772.5,0.988,A,F,0,M,23,USD,30360,0
6645,1005657,29-MAR-2022,24,42167.23,2.211,Q,F,0,M,85,USD,ACT365,0
6500,1005658,21-AUG-2024,18,22964.16,1.784,A,V,1,M,102,USD,30360,0
4177,1005659,20-MAR-2023,48,223353.12,3.126,A,V,1,A,15,USD,ACT365,0
5891,1005660,03-NOV-2020,3,126901.5,1.816,Q,F,1,M,106,USD,ACT365,0
1035,1005661,13-DEC-2022,6,135034.28,1.196,M,V,1,M,29,USD,ACT365,1
1776,1005662,02-MAY-2022,48,222555.16,3.815,A,F,1,A,123,USD,30360,0
6883,1005663,12-AUG-2024,60,187577.59,4.153,Q,V,1,A,107,USD,30360,1
3610,1005664,21-MAR-2023,36,182823.25,3.247,A,V,1,M,13,USD,30360,0
4373,1005665,15-NOV-2020,3,46914.1,0.688,A,V,0,M,120,USD,30360,1
3702,1005666,22-APR-2020,3,155541.87,0.929,A,F,1,M,115,USD,ACT365,0
1618,1005667,17-OCT-2021,48,112792.77,3.203,Q,F,0,M,57,USD,ACT365,0
6611,1005668,23-DEC-2020,18,152954.85,1.56,Q,V,0,M,78,USD,ACT365,0
6066,1005669,21-JUN-2025,18,144131.46,1.854,M,F,0,A,9,USD,ACT365,0
5471,1005670,10-SEP-2021,60,7056.85,3.914,A,V,1,A,34,USD,ACT365,0
2826,1005671,18-DEC-2023,9,86296.91,0.78,M,F,0,M,111,USD,30360,0
5145,1005672,17-OCT-2020,9,114721.9,1.174,Q,V,0,M,29,USD,ACT365,1
7626,1005673,04-OCT-2022,36,125305.37,2.585,Q,F,1,M,46,USD,30360,0
5198,1005674,31-OCT-2025,60,25317.58,4.308,Q,F,0,A,65,USD,ACT365,0
3954,1005675,07-JAN-2024,12,224685.46,0.934,A,V,0,M,150,USD,30360,0
2164,1005676,19-OCT-2021,6,83911.77,0.94,Q,V,0,M,32,USD,ACT365,0
4182,1005677,01-SEP-2024,3,122610.78,0.697,A,V,1,M,133,USD,ACT365,0
2974,1005678,17-FEB-2023,3,166099.99,1.221,A,V,0,M,100,USD,30360,0
4890,1005679,20-JUN-2021,12,179910.87,1.249,Q,V,1,M,18,USD,30360,0
366,1005680,23-MAR-2026,18,94817.87,2.126,M,V,0,A,69,USD,30360,0
1522,1005681,08-NOV-2025,18,32713.65,1.744,M,F,0,A,75,USD,30360,1
6295,1005682,16-JUL-2023,9,52225.76,1.451,Q,V,1,M,57,USD,30360,0
3046,1005683,16-MAR-2020,36,41680.44,3.107,A,F,1,M,1,USD,ACT365,0
3464,1005684,27-JUL-2022,48,61412.38,2.939,M,F,0,A,2,USD,ACT365,1
4351,1005685,18-MAR-2023,9,151109.76,1.193,A,V,1,M,41,USD,ACT365,0
3506,1005686,21-OCT-2025,36,134171.83,2.867,Q,V,0,A,67,USD,ACT365,0
6069,1005687,29-JUL-2024,18,42573.3,1.829,Q,F,1,M,81,USD,30360,0
1963,1005688,22-MAY-2021,36,170538.37,2.266,Q,F,1,M,113,USD,ACT365,0
6067,1005689,09-MAR-2023,3,16394.32,1.204,Q,F,0,M,117,USD,30360,0
1676,1005690,13-FEB-2021,36,227446.95,2.737,M,V,1,M,131,USD,ACT365,0
2965,1005691,16-DEC-2022,36,141764.61,2.765,Q,F,1,M,49,USD,30360,0
4702,1005692,06-MAY-2023,36,147809.12,2.643,Q,V,1,A,72,USD,ACT365,0
7087,1005693,08-MAR-2023,48,71830.51,2.246,Q,V,1,A,102,USD,30360,0
1861,1005694,01-SEP-2022,36,128153.43,2.911,M,F,0,M,52,USD,30360,0
4699,1005695,24-SEP-2022,60,106851.19,4.206,Q,V,0,A,63,USD,30360,0
514,1005696,22-DEC-2024,36,237711.24,2.572,A,V,0,A,83,USD,ACT365,1
604,1005697,27-FEB-2023,18,19517.25,1.24,M,F,1,M,98,USD,ACT365,1
6140,1005698,05-APR-2020,48,114954.54,3.173,Q,V,0,M,54,USD,30360,0
5751,1005699,16-AUG-2024,36,197983.58,3.068,M,V,1,A,76,USD,30360,0
3012,1005700,10-NOV-2023,24,136371.98,1.937,M,V,1,M,56,USD,ACT365,0
4984,1005701,05-MAY-2024,24,141521.88,2.088,A,F,1,A,132,USD,ACT365,0
3042,1005702,09-JUN-2024,12,227848.3,1.323,Q,V,1,M,5,USD,ACT365,1
2218,1005703,30-JAN-2021,24,94235.35,2.19,Q,V,1,M,131,USD,30360,0
3451,1005704,25-JAN-2026,18,1015.06,1.299,Q,V,1,A,101,USD,30360,0
2495,1005705,09-MAR-2026,6,231455.02,1.049,M,V,1,A,27,USD,ACT365,0
6520,1005706,28-NOV-2020,12,8748.41,1.824,A,V,1,M,90,USD,ACT365,0
3293,1005707,14-MAY-2021,60,199452.33,3.679,A,V,1,A,67,USD,30360,0
2567,1005708,15-JUL-2021,9,35328.76,1.184,A,V,0,M,108,USD,ACT365,0
4289,1005709,13-JAN-2026,36,5660.7,3.089,M,F,1,A,130,USD,30360,0
6064,1005710,27-OCT-2025,12,88990.22,1.701,Q,V,1,A,64,USD,ACT365,0
2190,1005711,27-AUG-2021,9,216082.08,1.438,M,V,1,M,105,USD,30360,0
7516,1005712,09-DEC-2023,12,9716.0,1.576,Q,V,0,M,6,USD,30360,0
3708,1005713,09-JUL-2021,60,66038.69,4.131,M,F,1,A,43,USD,ACT365,0
5287,1005714,27-MAR-2020,6,70122.78,1.039,A,V,1,M,65,USD,30360,0
7657,1005715,09-JUN-2021,36,24154.33,3.106,M,V,1,M,72,USD,30360,0
3454,1005716,25-JUN-2020,48,23593.23,3.196,M,V,1,M,47,USD,ACT365,0
1599,1005717,17-APR-2025,6,227091.06,0.772,Q,F,1,M,52,USD,ACT365,0
5982,1005718,26-NOV-2024,36,173976.27,2.236,A,V,1,A,24,USD,30360,0
53,1005719,24-FEB-2021,24,78128.82,1.864,M,F,0,M,16,USD,ACT365,0
3663,1005720,18-JUL-2023,12,59961.03,1.22,A,F,1,M,107,USD,ACT365,0
7839,1005721,12-APR-2021,6,11198.86,0.871,A,V,1,M,87,USD,30360,0
3316,1005722,13-JUL-2023,60,90017.41,3.589,A,V,1,A,134,USD,30360,0
5473,1005723,05-AUG-2025,6,75633.07,1.251,Q,F,1,M,143,USD,30360,0
4202,1005724,29-JUN-2025,60,229311.41,3.669,A,V,1,A,124,USD,ACT365,0
1718,1005725,15-MAR-2025,24,55516.89,2.272,Q,F,0,A,47,USD,30360,0
2542,1005726,03-JUL-2021,48,101584.24,3.612,M,V,1,M,140,USD,30360,0
4188,1005727,11-MAR-2021,9,170662.51,2.181,M,V,1,M,123,USD,ACT365,0
834,1005728,31-DEC-2020,3,80634.5,0.801,Q,V,0,M,76,USD,30360,0
3319,1005729,16-OCT-2020,24,195555.6,2.024,M,F,1,M,131,USD,ACT365,0
3319,1005730,01-NOV-2023,12,181700.98,1.179,M,V,1,M,36,USD,ACT365,0
6679,1005731,10-FEB-2024,18,9349.5,1.35,A,V,1,M,135,USD,ACT365,0
991,1005732,05-JUL-2025,18,214029.74,1.613,M,V,1,A,130,USD,30360,0
6741,1005733,25-JUL-2020,9,91293.07,1.008,M,F,1,M,2,USD,30360,1
3284,1005734,28-AUG-2021,36,24416.01,2.306,A,V,1,M,4,USD,30360,0
5211,1005735,18-JUL-2024,18,174737.23,1.843,M,F,1,M,122,USD,ACT365,0
4455,1005736,03-APR-2024,24,186913.09,1.705,A,V,1,M,38,USD,30360,0
2398,1005737,01-SEP-2022,36,18216.92,2.918,M,F,1,M,90,USD,30360,0
7445,1005738,13-DEC-2020,36,88803.2,3.02,Q,V,1,M,133,USD,ACT365,0
1796,1005739,09-JAN-2023,9,223922.38,0.977,M,F,1,M,73,USD,30360,1
290,1005740,27-JAN-2021,36,167524.77,3.209,A,V,1,M,97,USD,ACT365,0
6001,1005741,06-MAY-2023,6,133713.46,1.26,A,F,1,M,10,USD,ACT365,0
4972,1005742,18-AUG-2025,60,126276.19,3.974,M,V,1,A,129,USD,30360,0
7124,1005743,22-MAR-2021,48,152299.87,2.737,Q,V,1,M,64,USD,ACT365,0
3662,1005744,26-SEP-2020,18,163428.72,1.16,Q,V,1,M,112,USD,30360,0
135,1005745,09-AUG-2024,6,17674.73,1.67,A,V,1,M,82,USD,ACT365,0
163,1005746,25-FEB-2020,60,83870.0,4.462,M,V,0,M,125,USD,30360,0
3466,1005747,21-FEB-2026,18,131899.66,2.32,A,V,1,A,141,USD,ACT365,0
1997,1005748,02-NOV-2024,48,182720.2,4.01,A,V,1,A,51,USD,30360,0
7377,1005749,09-JUL-2022,3,185822.29,1.441,Q,F,0,M,61,USD,ACT365,0
948,1005750,06-APR-2022,12,151574.58,1.523,M,F,0,M,120,USD,30360,0
7046,1005751,01-JUN-2022,9,146837.95,1.476,M,F,0,M,134,USD,30360,0
1735,1005752,23-JUN-2022,48,92253.84,3.12,M,F,1,A,5,USD,ACT365,0
956,1005753,30-MAR-2025,18,208757.67,1.844,M,V,1,A,34,USD,30360,0
2197,1005754,29-DEC-2024,6,229141.86,1.381,Q,F,0,M,39,USD,ACT365,0
1153,1005755,11-APR-2021,24,211656.19,2.348,Q,F,1,M,72,USD,ACT365,0
3211,1005756,14-FEB-2021,6,218044.29,1.076,Q,V,1,M,139,USD,30360,0
2644,1005757,18-MAY-2023,18,227248.11,1.05,M,F,0,M,128,USD,30360,0
4232,1005758,23-JAN-2024,60,50914.88,3.47,A,F,0,A,111,USD,30360,1
4296,1005759,16-JUL-2024,12,128712.2,1.607,M,F,1,M,74,USD,ACT365,0
8,1005760,16-DEC-2021,12,133867.8,1.263,Q,V,0,M,28,USD,30360,0
999,1005761,05-JAN-2023,3,121613.51,1.193,A,V,1,M,82,USD,30360,0
1295,1005762,25-AUG-2020,18,212197.89,1.334,M,F,0,M,97,USD,30360,0
1558,1005763,05-NOV-2022,60,81597.21,4.477,Q,V,1,A,114,USD,ACT365,0
749,1005764,17-APR-2024,60,40747.77,3.672,M,V,0,A,61,USD,ACT365,0
2517,1005765,25-NOV-2021,60,68938.0,4.517,M,V,1,A,127,USD,30360,0
4397,1005766,27-DEC-2021,12,36210.35,0.897,A,V,1,M,136,USD,30360,0
2471,1005767,20-NOV-2022,3,101495.12,1.171,M,V,1,M,72,USD,30360,0
2633,1005768,30-MAY-2025,9,29644.37,0.954,M,V,1,M,84,USD,30360,0
3756,1005769,09-OCT-2023,6,22350.15,1.117,A,F,1,M,89,USD,30360,0
4387,1005770,27-SEP-2025,3,113025.81,1.337,Q,F,0,M,1,USD,ACT365,0
2648,1005771,20-MAY-2020,36,150484.62,3.036,M,F,1,M,33,USD,ACT365,0
1775,1005772,20-APR-2025,18,152106.65,1.472,M,F,1,A,123,USD,30360,1
3275,1005773,09-APR-2020,36,23525.52,2.506,M,V,1,M,44,USD,30360,0
194,1005774,05-JAN-2022,6,242907.95,0.57,A,V,1,M,133,USD,30360,0
3941,1005775,31-AUG-2022,36,30875.7,2.093,A,V,1,M,35,USD,30360,0
7530,1005776,23-JUN-2021,3,165285.63,0.668,Q,V,0,M,84,USD,ACT365,0
3184,1005777,06-MAR-2026,36,222215.8,2.421,A,F,1,A,14,USD,30360,0
867,1005778,29-JUL-2025,48,221249.13,2.833,M,V,1,A,139,USD,30360,0
5656,1005779,27-JUL-2023,9,128276.18,1.208,Q,V,0,M,44,USD,30360,0
1015,1005780,30-OCT-2022,9,69724.47,1.269,A,F,1,M,45,USD,ACT365,0
1549,1005781,03-OCT-2024,12,207053.44,1.435,A,V,1,M,132,USD,30360,0
1173,1005782,02-JUN-2024,24,153341.15,1.8,A,F,1,A,117,USD,ACT365,0
7069,1005783,01-JAN-2023,18,197866.13,1.557,A,F,1,M,5,USD,ACT365,0
7850,1005784,01-MAR-2025,3,100298.01,0.849,A,F,1,M,124,USD,30360,0
4557,1005785,16-MAR-2021,12,228400.45,1.726,M,F,1,M,2,USD,30360,0
4941,1005786,25-SEP-2021,18,232433.37,1.523,Q,V,1,M,109,USD,30360,0
5164,1005787,10-FEB-2020,24,184468.1,1.492,Q,F,1,M,58,USD,ACT365,0
4882,1005788,28-SEP-2020,24,235670.42,1.968,M,V,0,M,8,USD,ACT365,0
4353,1005789,29-MAR-2021,24,113647.8,1.927,Q,F,1,M,14,USD,30360,0
7893,1005790,26-NOV-2023,18,49018.67,1.195,Q,F,0,M,69,USD,30360,0
5865,1005791,05-MAY-2025,18,164148.06,1.62,A,V,0,A,144,USD,30360,0
708,1005792,08-SEP-2023,12,163514.59,1.13,M,V,0,M,94,USD,30360,0
3136,1005793,12-OCT-2022,9,123084.85,1.253,M,F,0,M,133,USD,30360,0
7796,1005794,08-SEP-2021,9,65524.33,1.427,M,V,0,M,145,USD,30360,0
3229,1005795,19-AUG-2020,12,156273.57,1.252,M,V,0,M,26,USD,ACT365,1
1632,1005796,26-AUG-2023,3,45604.54,1.139,A,F,1,M,126,USD,ACT365,0
6948,1005797,17-NOV-2020,6,188448.09,1.013,M,F,0,M,40,USD,30360,0
4984,1005798,07-DEC-2024,6,226749.6,1.027,A,F,0,M,134,USD,30360,0
4501,1005799,21-JUL-2022,12,42071.99,1.332,A,F,0,M,1,USD,30360,0
3361,1005800,09-MAR-2022,18,205157.69,1.692,M,V,1,M,124,USD,30360,1
995,1005801,01-MAR-2020,6,50018.77,0.638,A,V,0,M,110,USD,30360,0
3072,1005802,06-JUL-2021,6,125355.86,0.48,A,F,1,M,62,USD,30360,1
3500,1005803,31-JAN-2020,18,232346.91,2.151,A,V,1,M,50,USD,ACT365,0
7450,1005804,11-JUL-2024,9,21136.32,1.354,A,F,1,M,111,USD,30360,0
2458,1005805,22-JAN-2023,48,22896.8,3.17,M,V,1,A,12,USD,30360,0
1194,1005806,27-NOV-2024,6,239701.51,1.492,A,V,1,M,123,USD,30360,0
3420,1005807,13-JUL-2023,18,40132.91,2.763,M,F,1,M,27,USD,ACT365,0
7976,1005808,16-DEC-2025,48,85840.88,2.835,Q,F,1,A,111,USD,ACT365,0
3858,1005809,22-NOV-2024,3,115019.0,0.946,A,V,1,M,114,USD,ACT365,0
3033,1005810,02-DEC-2020,18,2170.65,1.993,Q,V,0,M,52,USD,ACT365,0
5335,1005811,22-SEP-2020,18,47426.06,1.189,A,V,1,M,135,USD,30360,0
5190,1005812,21-JUL-2025,18,207187.15,1.226,Q,F,0,A,65,USD,30360,0
2394,1005813,05-SEP-2021,48,129954.03,3.693,A,F,1,M,115,USD,30360,0
7743,1005814,11-OCT-2024,24,98777.55,2.061,A,F,1,A,23,USD,ACT365,0
4743,1005815,04-DEC-2023,12,170651.43,1.197,M,F,0,M,116,USD,ACT365,0
461,1005816,20-MAY-2024,12,81529.91,0.866,M,V,0,M,24,USD,ACT365,1
3261,1005817,31-AUG-2021,24,109915.34,2.194,M,F,1,M,40,USD,30360,0
7382,1005818,15-DEC-2021,9,248434.72,0.789,A,V,1,M,43,USD,ACT365,0
3147,1005819,19-JUN-2023,36,193684.39,2.363,A,F,1,A,37,USD,ACT365,0
4542,1005820,20-FEB-2020,12,138716.34,1.105,Q,F,1,M,134,USD,30360,0
4901,1005821,11-DEC-2021,3,131922.99,0.841,M,V,0,M,26,USD,ACT365,0
5635,1005822,03-MAR-2023,18,211145.85,1.375,M,F,1,M,21,USD,ACT365,0
6978,1005823,11-APR-2021,9,150416.3,0.948,A,V,0,M,81,USD,ACT365,0
1194,1005824,13-OCT-2021,12,85150.02,1.771,M,V,1,M,35,USD,30360,0
4134,1005825,21-FEB-2026,9,104739.03,1.339,Q,V,0,A,28,USD,30360,0
4267,1005826,23-OCT-2021,6,46255.73,1.125,A,V,0,M,145,USD,30360,0
1220,1005827,20-AUG-2025,9,239900.38,1.433,M,F,1,A,145,USD,30360,0
5388,1005828,15-OCT-2025,60,163225.47,3.629,M,F,1,A,91,USD,30360,0
946,1005829,17-MAR-2024,9,99943.32,1.407,M,F,1,M,16,USD,ACT365,0
3650,1005830,14-DEC-2020,36,90292.04,2.869,Q,V,1,M,107,USD,ACT365,0
2642,1005831,14-APR-2021,12,226794.58,1.082,Q,V,1,M,56,USD,30360,0
1240,1005832,31-OCT-2025,3,90398.73,1.169,M,F,0,M,14,USD,ACT365,0
6578,1005833,04-JAN-2020,48,189213.02,3.442,M,V,1,M,103,USD,30360,0
1953,1005834,23-FEB-2023,60,208938.87,4.092,Q,F,1,A,91,USD,ACT365,0
2042,1005835,22-SEP-2023,9,227495.18,1.863,M,F,0,M,69,USD,ACT365,0
6835,1005836,27-MAR-2025,6,93576.44,1.163,M,F,1,M,58,USD,ACT365,0
7019,1005837,03-AUG-2025,60,191449.06,3.677,Q,F,1,A,38,USD,ACT365,0
276,1005838,08-OCT-2021,3,82057.0,1.006,Q,V,1,M,22,USD,30360,1
2223,1005839,20-FEB-2023,60,236032.77,4.005,A,F,0,A,59,USD,30360,0
5671,1005840,16-DEC-2023,6,3284.46,0.732,Q,V,0,M,60,USD,30360,0
6225,1005841,10-JAN-2026,48,142762.52,2.652,M,V,0,A,25,USD,30360,0
7995,1005842,23-JUN-2023,60,127733.01,3.977,A,F,1,A,87,USD,ACT365,0
4437,1005843,04-OCT-2020,9,219466.81,1.61,M,F,0,M,72,USD,ACT365,1
60,1005844,09-OCT-2025,6,54469.91,1.453,M,V,0,M,108,USD,30360,0
6989,1005845,14-MAR-2023,3,22278.33,1.059,A,V,1,M,25,USD,30360,0
1289,1005846,12-FEB-2021,48,211686.67,3.91,Q,V,1,M,12,USD,30360,1
967,1005847,10-MAR-2021,12,87850.42,1.501,Q,V,1,M,121,USD,30360,0
5393,1005848,11-APR-2021,24,81567.35,2.011,Q,F,0,M,50,USD,ACT365,0
4830,1005849,03-JUL-2024,24,26774.96,2.151,Q,F,1,A,20,USD,30360,0
480,1005850,04-DEC-2025,18,230054.7,1.503,A,F,1,A,135,USD,ACT365,0
1355,1005851,03-OCT-2022,9,158422.98,0.836,Q,V,1,M,72,USD,30360,0
4718,1005852,11-AUG-2020,12,173199.85,1.097,A,V,0,M,145,USD,30360,0
2043,1005853,19-JUL-2025,18,224535.53,1.592,A,F,0,A,50,USD,ACT365,1
5472,1005854,18-DEC-2023,3,211041.7,1.263,M,F,1,M,115,USD,30360,1
3294,1005855,25-JUL-2023,12,113227.56,0.934,Q,V,1,M,25,USD,ACT365,0
4705,1005856,18-MAY-2020,36,40363.12,2.379,Q,F,0,M,88,USD,30360,0
3800,1005857,22-JAN-2026,12,168242.32,1.722,Q,F,1,A,12,USD,30360,1
2922,1005858,24-JUN-2020,12,162853.45,1.315,M,F,0,M,37,USD,ACT365,0
2739,1005859,24-OCT-2023,48,12246.36,3.29,A,V,1,A,85,USD,ACT365,0
5578,1005860,24-SEP-2023,18,224900.64,1.629,M,V,1,M,134,USD,ACT365,1
4115,1005861,18-MAR-2023,36,84142.19,3.396,M,V,1,M,148,USD,ACT365,0
4754,1005862,11-JUN-2023,3,107480.55,1.156,M,F,1,M,140,USD,ACT365,0
4618,1005863,26-JUN-2022,60,128688.46,4.088,A,F,1,A,87,USD,ACT365,0
1661,1005864,31-JUL-2023,36,228048.8,2.789,Q,V,1,A,148,USD,ACT365,0
7305,1005865,09-APR-2022,48,43037.22,3.503,Q,V,1,M,44,USD,ACT365,0
4505,1005866,16-DEC-2022,36,92488.1,3.367,A,V,0,M,102,USD,30360,0
