composite_key,source_row_index,dest_row_index,source_column,destination_column,issue_type,severity,rule_applied,source_value_raw,source_value_transformed,dest_value_raw,dest_value_transformed,expected_dest_value,difference,timestamp,key_Customer_ID_source,key_CD_Number_source,key_Issue_Date_source
CUST001073|CD-1000948|2025-03-19,947,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001073|CD-1000948|2025-03-19,CUST001073|CD-1000948|2025-03-19,,,,,2026-05-02T18:18:29.896605Z,CUST001073,CD-1000948,2025-03-19
CUST007582|CD-1000949|2021-09-19,948,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007582|CD-1000949|2021-09-19,CUST007582|CD-1000949|2021-09-19,,,,,2026-05-02T18:18:29.896605Z,CUST007582,CD-1000949,2021-09-19
CUST002225|CD-1000950|2022-06-26,949,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002225|CD-1000950|2022-06-26,CUST002225|CD-1000950|2022-06-26,,,,,2026-05-02T18:18:29.896605Z,CUST002225,CD-1000950,2022-06-26
CUST000748|CD-1000951|2025-08-11,950,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000748|CD-1000951|2025-08-11,CUST000748|CD-1000951|2025-08-11,,,,,2026-05-02T18:18:29.896605Z,CUST000748,CD-1000951,2025-08-11
CUST002438|CD-1000952|2020-06-01,951,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002438|CD-1000952|2020-06-01,CUST002438|CD-1000952|2020-06-01,,,,,2026-05-02T18:18:29.896605Z,CUST002438,CD-1000952,2020-06-01
CUST004917|CD-1000953|2023-01-25,952,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004917|CD-1000953|2023-01-25,CUST004917|CD-1000953|2023-01-25,,,,,2026-05-02T18:18:29.896605Z,CUST004917,CD-1000953,2023-01-25
CUST003423|CD-1000954|2023-01-08,953,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003423|CD-1000954|2023-01-08,CUST003423|CD-1000954|2023-01-08,,,,,2026-05-02T18:18:29.896605Z,CUST003423,CD-1000954,2023-01-08
CUST006284|CD-1000955|2022-10-17,954,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006284|CD-1000955|2022-10-17,CUST006284|CD-1000955|2022-10-17,,,,,2026-05-02T18:18:29.896605Z,CUST006284,CD-1000955,2022-10-17
CUST004888|CD-1000956|2022-09-16,955,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004888|CD-1000956|2022-09-16,CUST004888|CD-1000956|2022-09-16,,,,,2026-05-02T18:18:29.896605Z,CUST004888,CD-1000956,2022-09-16
CUST003206|CD-1000957|2024-08-31,956,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003206|CD-1000957|2024-08-31,CUST003206|CD-1000957|2024-08-31,,,,,2026-05-02T18:18:29.896605Z,CUST003206,CD-1000957,2024-08-31
CUST005077|CD-1000958|2021-03-25,957,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005077|CD-1000958|2021-03-25,CUST005077|CD-1000958|2021-03-25,,,,,2026-05-02T18:18:29.896605Z,CUST005077,CD-1000958,2021-03-25
CUST007771|CD-1000959|2025-07-25,958,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007771|CD-1000959|2025-07-25,CUST007771|CD-1000959|2025-07-25,,,,,2026-05-02T18:18:29.896605Z,CUST007771,CD-1000959,2025-07-25
CUST003295|CD-1000960|2025-08-06,959,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003295|CD-1000960|2025-08-06,CUST003295|CD-1000960|2025-08-06,,,,,2026-05-02T18:18:29.896605Z,CUST003295,CD-1000960,2025-08-06
CUST001228|CD-1000961|2021-02-13,960,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001228|CD-1000961|2021-02-13,CUST001228|CD-1000961|2021-02-13,,,,,2026-05-02T18:18:29.896605Z,CUST001228,CD-1000961,2021-02-13
CUST003270|CD-1000962|2026-01-31,961,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003270|CD-1000962|2026-01-31,CUST003270|CD-1000962|2026-01-31,,,,,2026-05-02T18:18:29.896605Z,CUST003270,CD-1000962,2026-01-31
CUST006721|CD-1000963|2021-08-20,962,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006721|CD-1000963|2021-08-20,CUST006721|CD-1000963|2021-08-20,,,,,2026-05-02T18:18:29.896605Z,CUST006721,CD-1000963,2021-08-20
CUST001741|CD-1000964|2020-04-28,963,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001741|CD-1000964|2020-04-28,CUST001741|CD-1000964|2020-04-28,,,,,2026-05-02T18:18:29.896605Z,CUST001741,CD-1000964,2020-04-28
CUST007593|CD-1000965|2022-06-26,964,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007593|CD-1000965|2022-06-26,CUST007593|CD-1000965|2022-06-26,,,,,2026-05-02T18:18:29.896605Z,CUST007593,CD-1000965,2022-06-26
CUST004706|CD-1000966|2024-12-20,965,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004706|CD-1000966|2024-12-20,CUST004706|CD-1000966|2024-12-20,,,,,2026-05-02T18:18:29.896605Z,CUST004706,CD-1000966,2024-12-20
CUST004812|CD-1000967|2025-04-10,966,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004812|CD-1000967|2025-04-10,CUST004812|CD-1000967|2025-04-10,,,,,2026-05-02T18:18:29.896605Z,CUST004812,CD-1000967,2025-04-10
CUST002537|CD-1000968|2024-01-12,967,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002537|CD-1000968|2024-01-12,CUST002537|CD-1000968|2024-01-12,,,,,2026-05-02T18:18:29.896605Z,CUST002537,CD-1000968,2024-01-12
CUST007363|CD-1000969|2025-01-24,968,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007363|CD-1000969|2025-01-24,CUST007363|CD-1000969|2025-01-24,,,,,2026-05-02T18:18:29.896605Z,CUST007363,CD-1000969,2025-01-24
CUST000289|CD-1000970|2021-08-19,969,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000289|CD-1000970|2021-08-19,CUST000289|CD-1000970|2021-08-19,,,,,2026-05-02T18:18:29.896605Z,CUST000289,CD-1000970,2021-08-19
CUST002390|CD-1000971|2025-06-27,970,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002390|CD-1000971|2025-06-27,CUST002390|CD-1000971|2025-06-27,,,,,2026-05-02T18:18:29.896605Z,CUST002390,CD-1000971,2025-06-27
CUST003347|CD-1000972|2023-12-19,971,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003347|CD-1000972|2023-12-19,CUST003347|CD-1000972|2023-12-19,,,,,2026-05-02T18:18:29.896605Z,CUST003347,CD-1000972,2023-12-19
CUST003818|CD-1000973|2020-10-31,972,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003818|CD-1000973|2020-10-31,CUST003818|CD-1000973|2020-10-31,,,,,2026-05-02T18:18:29.896605Z,CUST003818,CD-1000973,2020-10-31
CUST003793|CD-1000974|2020-10-20,973,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003793|CD-1000974|2020-10-20,CUST003793|CD-1000974|2020-10-20,,,,,2026-05-02T18:18:29.896605Z,CUST003793,CD-1000974,2020-10-20
CUST001184|CD-1000975|2021-09-01,974,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001184|CD-1000975|2021-09-01,CUST001184|CD-1000975|2021-09-01,,,,,2026-05-02T18:18:29.896605Z,CUST001184,CD-1000975,2021-09-01
CUST001805|CD-1000976|2020-06-07,975,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001805|CD-1000976|2020-06-07,CUST001805|CD-1000976|2020-06-07,,,,,2026-05-02T18:18:29.896605Z,CUST001805,CD-1000976,2020-06-07
CUST000762|CD-1000977|2021-10-06,976,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000762|CD-1000977|2021-10-06,CUST000762|CD-1000977|2021-10-06,,,,,2026-05-02T18:18:29.896605Z,CUST000762,CD-1000977,2021-10-06
CUST004580|CD-1000978|2026-03-16,977,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004580|CD-1000978|2026-03-16,CUST004580|CD-1000978|2026-03-16,,,,,2026-05-02T18:18:29.896605Z,CUST004580,CD-1000978,2026-03-16
CUST002807|CD-1000979|2021-07-01,978,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002807|CD-1000979|2021-07-01,CUST002807|CD-1000979|2021-07-01,,,,,2026-05-02T18:18:29.896605Z,CUST002807,CD-1000979,2021-07-01
CUST004526|CD-1000980|2023-12-22,979,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004526|CD-1000980|2023-12-22,CUST004526|CD-1000980|2023-12-22,,,,,2026-05-02T18:18:29.896605Z,CUST004526,CD-1000980,2023-12-22
CUST004718|CD-1000981|2026-02-07,980,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004718|CD-1000981|2026-02-07,CUST004718|CD-1000981|2026-02-07,,,,,2026-05-02T18:18:29.896605Z,CUST004718,CD-1000981,2026-02-07
CUST005616|CD-1000982|2021-07-31,981,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005616|CD-1000982|2021-07-31,CUST005616|CD-1000982|2021-07-31,,,,,2026-05-02T18:18:29.896605Z,CUST005616,CD-1000982,2021-07-31
CUST004376|CD-1000983|2024-05-06,982,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004376|CD-1000983|2024-05-06,CUST004376|CD-1000983|2024-05-06,,,,,2026-05-02T18:18:29.896605Z,CUST004376,CD-1000983,2024-05-06
CUST005183|CD-1000984|2022-10-23,983,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005183|CD-1000984|2022-10-23,CUST005183|CD-1000984|2022-10-23,,,,,2026-05-02T18:18:29.896605Z,CUST005183,CD-1000984,2022-10-23
CUST004697|CD-1000985|2021-10-12,984,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004697|CD-1000985|2021-10-12,CUST004697|CD-1000985|2021-10-12,,,,,2026-05-02T18:18:29.896605Z,CUST004697,CD-1000985,2021-10-12
CUST005219|CD-1000986|2025-12-07,985,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005219|CD-1000986|2025-12-07,CUST005219|CD-1000986|2025-12-07,,,,,2026-05-02T18:18:29.896605Z,CUST005219,CD-1000986,2025-12-07
CUST004933|CD-1000987|2024-02-06,986,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004933|CD-1000987|2024-02-06,CUST004933|CD-1000987|2024-02-06,,,,,2026-05-02T18:18:29.896605Z,CUST004933,CD-1000987,2024-02-06
CUST002530|CD-1000988|2022-09-27,987,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002530|CD-1000988|2022-09-27,CUST002530|CD-1000988|2022-09-27,,,,,2026-05-02T18:18:29.896605Z,CUST002530,CD-1000988,2022-09-27
CUST001971|CD-1000989|2025-01-26,988,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001971|CD-1000989|2025-01-26,CUST001971|CD-1000989|2025-01-26,,,,,2026-05-02T18:18:29.896605Z,CUST001971,CD-1000989,2025-01-26
CUST006299|CD-1000990|2025-08-15,989,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006299|CD-1000990|2025-08-15,CUST006299|CD-1000990|2025-08-15,,,,,2026-05-02T18:18:29.896605Z,CUST006299,CD-1000990,2025-08-15
CUST002742|CD-1000991|2024-11-17,990,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002742|CD-1000991|2024-11-17,CUST002742|CD-1000991|2024-11-17,,,,,2026-05-02T18:18:29.896605Z,CUST002742,CD-1000991,2024-11-17
CUST004393|CD-1000992|2025-06-04,991,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004393|CD-1000992|2025-06-04,CUST004393|CD-1000992|2025-06-04,,,,,2026-05-02T18:18:29.896605Z,CUST004393,CD-1000992,2025-06-04
CUST001576|CD-1000993|2022-01-04,992,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001576|CD-1000993|2022-01-04,CUST001576|CD-1000993|2022-01-04,,,,,2026-05-02T18:18:29.896605Z,CUST001576,CD-1000993,2022-01-04
CUST003451|CD-1000994|2022-02-24,993,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003451|CD-1000994|2022-02-24,CUST003451|CD-1000994|2022-02-24,,,,,2026-05-02T18:18:29.896605Z,CUST003451,CD-1000994,2022-02-24
CUST004237|CD-1000995|2021-06-14,994,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004237|CD-1000995|2021-06-14,CUST004237|CD-1000995|2021-06-14,,,,,2026-05-02T18:18:29.896605Z,CUST004237,CD-1000995,2021-06-14
CUST005008|CD-1000996|2024-05-06,995,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005008|CD-1000996|2024-05-06,CUST005008|CD-1000996|2024-05-06,,,,,2026-05-02T18:18:29.896605Z,CUST005008,CD-1000996,2024-05-06
CUST004211|CD-1000997|2025-01-06,996,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004211|CD-1000997|2025-01-06,CUST004211|CD-1000997|2025-01-06,,,,,2026-05-02T18:18:29.896605Z,CUST004211,CD-1000997,2025-01-06
CUST002885|CD-1000998|2024-02-15,997,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002885|CD-1000998|2024-02-15,CUST002885|CD-1000998|2024-02-15,,,,,2026-05-02T18:18:29.896605Z,CUST002885,CD-1000998,2024-02-15
CUST007694|CD-1000999|2023-09-28,998,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007694|CD-1000999|2023-09-28,CUST007694|CD-1000999|2023-09-28,,,,,2026-05-02T18:18:29.896605Z,CUST007694,CD-1000999,2023-09-28
CUST004102|CD-1001000|2024-10-25,999,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004102|CD-1001000|2024-10-25,CUST004102|CD-1001000|2024-10-25,,,,,2026-05-02T18:18:29.896605Z,CUST004102,CD-1001000,2024-10-25
CUST006466|CD-1001001|2021-02-17,1000,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006466|CD-1001001|2021-02-17,CUST006466|CD-1001001|2021-02-17,,,,,2026-05-02T18:18:29.896605Z,CUST006466,CD-1001001,2021-02-17
CUST005893|CD-1001002|2022-04-14,1001,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005893|CD-1001002|2022-04-14,CUST005893|CD-1001002|2022-04-14,,,,,2026-05-02T18:18:29.896605Z,CUST005893,CD-1001002,2022-04-14
CUST004466|CD-1001003|2024-05-31,1002,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004466|CD-1001003|2024-05-31,CUST004466|CD-1001003|2024-05-31,,,,,2026-05-02T18:18:29.896605Z,CUST004466,CD-1001003,2024-05-31
CUST007091|CD-1001004|2020-04-29,1003,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007091|CD-1001004|2020-04-29,CUST007091|CD-1001004|2020-04-29,,,,,2026-05-02T18:18:29.896605Z,CUST007091,CD-1001004,2020-04-29
CUST001027|CD-1001005|2025-09-08,1004,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001027|CD-1001005|2025-09-08,CUST001027|CD-1001005|2025-09-08,,,,,2026-05-02T18:18:29.896605Z,CUST001027,CD-1001005,2025-09-08
CUST007368|CD-1001006|2021-01-25,1005,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007368|CD-1001006|2021-01-25,CUST007368|CD-1001006|2021-01-25,,,,,2026-05-02T18:18:29.896605Z,CUST007368,CD-1001006,2021-01-25
CUST006801|CD-1001007|2024-11-30,1006,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006801|CD-1001007|2024-11-30,CUST006801|CD-1001007|2024-11-30,,,,,2026-05-02T18:18:29.896605Z,CUST006801,CD-1001007,2024-11-30
CUST004029|CD-1001008|2023-11-07,1007,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004029|CD-1001008|2023-11-07,CUST004029|CD-1001008|2023-11-07,,,,,2026-05-02T18:18:29.896605Z,CUST004029,CD-1001008,2023-11-07
CUST005867|CD-1001009|2025-04-17,1008,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005867|CD-1001009|2025-04-17,CUST005867|CD-1001009|2025-04-17,,,,,2026-05-02T18:18:29.896605Z,CUST005867,CD-1001009,2025-04-17
CUST004162|CD-1001010|2024-11-03,1009,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004162|CD-1001010|2024-11-03,CUST004162|CD-1001010|2024-11-03,,,,,2026-05-02T18:18:29.896605Z,CUST004162,CD-1001010,2024-11-03
CUST002150|CD-1001011|2023-03-22,1010,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002150|CD-1001011|2023-03-22,CUST002150|CD-1001011|2023-03-22,,,,,2026-05-02T18:18:29.896605Z,CUST002150,CD-1001011,2023-03-22
CUST006399|CD-1001012|2024-09-20,1011,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006399|CD-1001012|2024-09-20,CUST006399|CD-1001012|2024-09-20,,,,,2026-05-02T18:18:29.896605Z,CUST006399,CD-1001012,2024-09-20
CUST001968|CD-1001013|2022-03-01,1012,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001968|CD-1001013|2022-03-01,CUST001968|CD-1001013|2022-03-01,,,,,2026-05-02T18:18:29.896605Z,CUST001968,CD-1001013,2022-03-01
CUST002516|CD-1001014|2023-08-24,1013,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002516|CD-1001014|2023-08-24,CUST002516|CD-1001014|2023-08-24,,,,,2026-05-02T18:18:29.896605Z,CUST002516,CD-1001014,2023-08-24
CUST004154|CD-1001015|2025-09-18,1014,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004154|CD-1001015|2025-09-18,CUST004154|CD-1001015|2025-09-18,,,,,2026-05-02T18:18:29.896605Z,CUST004154,CD-1001015,2025-09-18
CUST006699|CD-1001016|2020-07-12,1015,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006699|CD-1001016|2020-07-12,CUST006699|CD-1001016|2020-07-12,,,,,2026-05-02T18:18:29.896605Z,CUST006699,CD-1001016,2020-07-12
CUST003072|CD-1001017|2022-03-22,1016,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003072|CD-1001017|2022-03-22,CUST003072|CD-1001017|2022-03-22,,,,,2026-05-02T18:18:29.896605Z,CUST003072,CD-1001017,2022-03-22
CUST003953|CD-1001018|2020-02-09,1017,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003953|CD-1001018|2020-02-09,CUST003953|CD-1001018|2020-02-09,,,,,2026-05-02T18:18:29.896605Z,CUST003953,CD-1001018,2020-02-09
CUST000334|CD-1001019|2023-05-03,1018,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000334|CD-1001019|2023-05-03,CUST000334|CD-1001019|2023-05-03,,,,,2026-05-02T18:18:29.896605Z,CUST000334,CD-1001019,2023-05-03
CUST000927|CD-1001020|2024-11-19,1019,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000927|CD-1001020|2024-11-19,CUST000927|CD-1001020|2024-11-19,,,,,2026-05-02T18:18:29.896605Z,CUST000927,CD-1001020,2024-11-19
CUST000448|CD-1001021|2020-03-28,1020,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000448|CD-1001021|2020-03-28,CUST000448|CD-1001021|2020-03-28,,,,,2026-05-02T18:18:29.896605Z,CUST000448,CD-1001021,2020-03-28
CUST000577|CD-1001022|2023-06-07,1021,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000577|CD-1001022|2023-06-07,CUST000577|CD-1001022|2023-06-07,,,,,2026-05-02T18:18:29.896605Z,CUST000577,CD-1001022,2023-06-07
CUST006948|CD-1001023|2022-08-05,1022,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006948|CD-1001023|2022-08-05,CUST006948|CD-1001023|2022-08-05,,,,,2026-05-02T18:18:29.896605Z,CUST006948,CD-1001023,2022-08-05
CUST006736|CD-1001024|2024-11-20,1023,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006736|CD-1001024|2024-11-20,CUST006736|CD-1001024|2024-11-20,,,,,2026-05-02T18:18:29.896605Z,CUST006736,CD-1001024,2024-11-20
CUST006575|CD-1001025|2021-05-17,1024,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST006575|CD-1001025|2021-05-17,CUST006575|CD-1001025|2021-05-17,,,,,2026-05-02T18:18:29.896605Z,CUST006575,CD-1001025,2021-05-17
CUST000445|CD-1001026|2021-01-06,1025,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000445|CD-1001026|2021-01-06,CUST000445|CD-1001026|2021-01-06,,,,,2026-05-02T18:18:29.896605Z,CUST000445,CD-1001026,2021-01-06
CUST000622|CD-1001027|2020-08-03,1026,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000622|CD-1001027|2020-08-03,CUST000622|CD-1001027|2020-08-03,,,,,2026-05-02T18:18:29.896605Z,CUST000622,CD-1001027,2020-08-03
CUST002245|CD-1001028|2022-07-18,1027,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002245|CD-1001028|2022-07-18,CUST002245|CD-1001028|2022-07-18,,,,,2026-05-02T18:18:29.896605Z,CUST002245,CD-1001028,2022-07-18
CUST004522|CD-1001029|2023-01-17,1028,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST004522|CD-1001029|2023-01-17,CUST004522|CD-1001029|2023-01-17,,,,,2026-05-02T18:18:29.896605Z,CUST004522,CD-1001029,2023-01-17
CUST002673|CD-1001030|2025-09-27,1029,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002673|CD-1001030|2025-09-27,CUST002673|CD-1001030|2025-09-27,,,,,2026-05-02T18:18:29.896605Z,CUST002673,CD-1001030,2025-09-27
CUST003900|CD-1001031|2022-11-28,1030,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003900|CD-1001031|2022-11-28,CUST003900|CD-1001031|2022-11-28,,,,,2026-05-02T18:18:29.896605Z,CUST003900,CD-1001031,2022-11-28
CUST001384|CD-1001032|2021-01-26,1031,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST001384|CD-1001032|2021-01-26,CUST001384|CD-1001032|2021-01-26,,,,,2026-05-02T18:18:29.896605Z,CUST001384,CD-1001032,2021-01-26
CUST005846|CD-1001033|2024-05-13,1032,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005846|CD-1001033|2024-05-13,CUST005846|CD-1001033|2024-05-13,,,,,2026-05-02T18:18:29.896605Z,CUST005846,CD-1001033,2024-05-13
CUST002511|CD-1001034|2020-05-20,1033,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST002511|CD-1001034|2020-05-20,CUST002511|CD-1001034|2020-05-20,,,,,2026-05-02T18:18:29.896605Z,CUST002511,CD-1001034,2020-05-20
CUST000533|CD-1001035|2022-02-26,1034,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000533|CD-1001035|2022-02-26,CUST000533|CD-1001035|2022-02-26,,,,,2026-05-02T18:18:29.896605Z,CUST000533,CD-1001035,2022-02-26
CUST005941|CD-1001036|2024-01-30,1035,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST005941|CD-1001036|2024-01-30,CUST005941|CD-1001036|2024-01-30,,,,,2026-05-02T18:18:29.896605Z,CUST005941,CD-1001036,2024-01-30
CUST007222|CD-1001037|2021-08-02,1036,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST007222|CD-1001037|2021-08-02,CUST007222|CD-1001037|2021-08-02,,,,,2026-05-02T18:18:29.896605Z,CUST007222,CD-1001037,2021-08-02
CUST000118|CD-1001038|2023-09-18,1037,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST000118|CD-1001038|2023-09-18,CUST000118|CD-1001038|2023-09-18,,,,,2026-05-02T18:18:29.896605Z,CUST000118,CD-1001038,2023-09-18
CUST003493|CD-1001039|2022-10-30,1038,,"Customer_ID,CD_Number,Issue_Date",,KEY_MISSING_IN_DEST,High,composite_key,CUST003493|CD-1001039|2022-10-30,CUST003493|CD-1001039|2022-10-30,,,,,2026-05-02T18:18:29.896605Z,CUST003493,CD-1001039,2022-10-30
