Customer_ID,CD_Number,Issue_Date,Term_Months,Principal_Amount,Interest_Rate,Interest_Payout_Frequency,Rate_Type,Auto_Renew,Status,Branch_Code,Currency,Interest_Accrual_Method,Brokered_Flag
CUST004204,CD-1002029,2024-06-11,18,66719.84,1.419,AT_MATURITY,FIXED,NO,MATURED,BR-067,USD,ACT_365,NO
CUST002742,CD-1002030,2026-02-02,48,82631.07,3.859,MONTHLY,FIXED,NO,ACTIVE,BR-110,USD,30_360,NO
CUST004446,CD-1002031,2021-06-19,18,15203.23,1.85,MONTHLY,VARIABLE,NO,MATURED,BR-033,USD,30_360,NO
CUST001418,CD-1002032,2023-07-26,9,138256.13,1.442,QUARTERLY,FIXED,YES,MATURED,BR-114,USD,ACT_365,NO
CUST000726,CD-1002033,2024-04-02,3,88219.2,1.337,QUARTERLY,VARIABLE,YES,MATURED,BR-014,USD,30_360,NO
CUST005425,CD-1002034,2023-03-24,12,65080.66,1.752,AT_MATURITY,VARIABLE,NO,MATURED,BR-125,USD,ACT_365,NO
CUST007889,CD-1002035,2026-01-18,9,152788.09,1.561,MONTHLY,VARIABLE,YES,ACTIVE,BR-027,USD,30_360,NO
CUST006768,CD-1002036,2022-07-09,48,69555.91,3.13,MONTHLY,FIXED,YES,ACTIVE,BR-134,USD,30_360,NO
CUST004669,CD-1002037,2021-05-11,48,119327.67,2.971,MONTHLY,VARIABLE,NO,MATURED,BR-076,USD,ACT_365,NO
CUST000322,CD-1002038,2020-11-07,9,61977.34,1.181,QUARTERLY,VARIABLE,NO,MATURED,BR-084,USD,ACT_365,NO
CUST007903,CD-1002039,2025-04-21,6,170288.28,1.286,MONTHLY,FIXED,NO,MATURED,BR-118,USD,30_360,NO
CUST003597,CD-1002040,2024-04-14,9,213611.16,0.83,AT_MATURITY,FIXED,NO,MATURED,BR-009,USD,ACT_365,NO
CUST002318,CD-1002041,2023-08-11,12,20886.79,1.644,QUARTERLY,VARIABLE,NO,MATURED,BR-087,USD,ACT_365,NO
CUST007140,CD-1002042,2022-09-09,36,205052.65,2.851,AT_MATURITY,FIXED,YES,MATURED,BR-083,USD,ACT_365,NO
CUST005971,CD-1002043,2022-07-24,6,212998.69,1.056,QUARTERLY,VARIABLE,YES,MATURED,BR-009,USD,30_360,NO
CUST005997,CD-1002044,2025-11-01,60,241249.48,4.022,MONTHLY,FIXED,NO,ACTIVE,BR-013,USD,30_360,NO
CUST002222,CD-1002045,2024-03-31,36,207045.56,2.743,QUARTERLY,FIXED,NO,ACTIVE,BR-046,USD,30_360,YES
CUST007934,CD-1002046,2026-01-10,6,138321.51,1.275,QUARTERLY,VARIABLE,NO,ACTIVE,BR-099,USD,30_360,NO
CUST003623,CD-1002047,2025-01-02,9,18028.39,1.541,AT_MATURITY,VARIABLE,NO,MATURED,BR-081,USD,30_360,NO
CUST004251,CD-1002048,2024-10-16,36,19074.96,3.725,MONTHLY,FIXED,YES,ACTIVE,BR-034,USD,30_360,NO
CUST006007,CD-1002049,2023-06-16,18,49576.84,1.819,QUARTERLY,FIXED,YES,MATURED,BR-140,USD,ACT_365,NO
CUST005280,CD-1002050,2021-07-07,18,112051.38,1.535,MONTHLY,FIXED,YES,MATURED,BR-068,USD,30_360,NO
CUST001379,CD-1002051,2024-01-30,3,238882.19,0.293,QUARTERLY,VARIABLE,YES,MATURED,BR-023,USD,30_360,NO
CUST002420,CD-1002052,2024-06-21,12,44250.74,0.947,AT_MATURITY,VARIABLE,YES,MATURED,BR-086,USD,ACT_365,NO
CUST002890,CD-1002053,2023-04-05,24,134929.93,1.815,MONTHLY,FIXED,YES,MATURED,BR-133,USD,30_360,NO
CUST007580,CD-1002054,2020-02-16,36,249518.69,2.961,MONTHLY,VARIABLE,YES,MATURED,BR-135,USD,ACT_365,NO
CUST005716,CD-1002055,2025-12-29,18,3937.59,1.622,AT_MATURITY,FIXED,YES,ACTIVE,BR-092,USD,ACT_365,NO
CUST002931,CD-1002056,2025-02-28,18,12222.07,1.902,MONTHLY,FIXED,YES,ACTIVE,BR-004,USD,30_360,NO
CUST005878,CD-1002057,2022-03-14,6,67843.14,0.864,MONTHLY,VARIABLE,YES,MATURED,BR-144,USD,30_360,NO
CUST005908,CD-1002058,2023-01-30,48,56674.49,3.519,MONTHLY,VARIABLE,NO,ACTIVE,BR-040,USD,30_360,NO
CUST003154,CD-1002059,2020-10-08,36,124901.06,3.025,MONTHLY,VARIABLE,YES,MATURED,BR-140,USD,ACT_365,NO
CUST003225,CD-1002060,2025-11-06,36,105402.77,2.579,AT_MATURITY,FIXED,YES,ACTIVE,BR-018,USD,30_360,NO
CUST007154,CD-1002061,2021-06-10,36,146119.02,2.872,AT_MATURITY,FIXED,YES,MATURED,BR-117,USD,ACT_365,NO
CUST004494,CD-1002062,2022-05-11,60,37195.82,3.846,QUARTERLY,VARIABLE,YES,ACTIVE,BR-107,USD,30_360,NO
CUST001196,CD-1002063,2022-09-04,48,171617.75,2.929,QUARTERLY,FIXED,YES,ACTIVE,BR-118,USD,30_360,NO
CUST005758,CD-1002064,2021-08-23,48,54066.08,3.554,QUARTERLY,VARIABLE,YES,MATURED,BR-078,USD,30_360,NO
CUST004716,CD-1002065,2023-12-18,12,113271.97,1.584,QUARTERLY,FIXED,YES,MATURED,BR-130,USD,ACT_365,NO
CUST004071,CD-1002066,2026-03-19,3,8820.86,1.168,MONTHLY,VARIABLE,YES,ACTIVE,BR-055,USD,ACT_365,NO
CUST005801,CD-1002067,2025-05-04,3,199566.21,1.294,MONTHLY,FIXED,NO,MATURED,BR-053,USD,30_360,NO
CUST007256,CD-1002068,2023-04-25,48,156963.2,3.273,AT_MATURITY,FIXED,YES,ACTIVE,BR-026,USD,ACT_365,NO
CUST002644,CD-1002069,2020-10-25,60,52588.79,3.939,MONTHLY,FIXED,NO,MATURED,BR-011,USD,ACT_365,NO
CUST003354,CD-1002070,2025-05-22,24,150637.01,1.98,AT_MATURITY,FIXED,YES,ACTIVE,BR-121,USD,ACT_365,NO
CUST001516,CD-1002071,2021-08-08,36,109533.35,2.841,AT_MATURITY,FIXED,NO,MATURED,BR-146,USD,ACT_365,NO
CUST005176,CD-1002072,2025-09-09,3,206653.8,0.911,AT_MATURITY,VARIABLE,YES,MATURED,BR-108,USD,30_360,NO
CUST003222,CD-1002073,2022-06-20,24,245938.25,2.124,MONTHLY,FIXED,YES,MATURED,BR-051,USD,30_360,NO
CUST002739,CD-1002074,2023-03-28,24,31567.85,1.828,AT_MATURITY,VARIABLE,YES,MATURED,BR-019,USD,ACT_365,NO
CUST005572,CD-1002075,2022-09-23,6,122781.6,0.76,QUARTERLY,VARIABLE,NO,MATURED,BR-010,USD,ACT_365,YES
CUST003265,CD-1002076,2022-11-05,36,64876.74,2.402,AT_MATURITY,VARIABLE,YES,MATURED,BR-072,USD,30_360,NO
CUST003715,CD-1002077,2021-01-11,12,187545.7,1.586,AT_MATURITY,FIXED,YES,MATURED,BR-028,USD,30_360,NO
CUST003520,CD-1002078,2023-06-15,6,9098.6,1.105,QUARTERLY,VARIABLE,NO,MATURED,BR-120,USD,30_360,YES
CUST002069,CD-1002079,2022-07-08,36,136371.48,2.547,QUARTERLY,VARIABLE,YES,MATURED,BR-024,USD,30_360,NO
CUST001007,CD-1002080,2025-04-17,12,214345.26,1.672,AT_MATURITY,VARIABLE,YES,MATURED,BR-011,USD,ACT_365,NO
CUST006618,CD-1002081,2022-12-24,18,97626.94,2.27,QUARTERLY,VARIABLE,YES,MATURED,BR-094,USD,30_360,NO
CUST000734,CD-1002082,2026-01-09,18,209555.29,1.587,AT_MATURITY,FIXED,YES,ACTIVE,BR-098,USD,30_360,NO
CUST002599,CD-1002083,2021-11-07,24,37149.16,1.701,AT_MATURITY,VARIABLE,YES,MATURED,BR-076,USD,ACT_365,NO
CUST005340,CD-1002084,2022-01-18,12,229622.25,1.771,QUARTERLY,FIXED,YES,MATURED,BR-096,USD,ACT_365,YES
CUST001051,CD-1002085,2020-03-24,48,197967.38,3.365,AT_MATURITY,FIXED,YES,MATURED,BR-123,USD,30_360,NO
CUST005244,CD-1002086,2024-08-11,48,98079.07,3.296,MONTHLY,VARIABLE,YES,ACTIVE,BR-070,USD,ACT_365,YES
CUST005864,CD-1002087,2020-06-16,18,33091.63,2.116,QUARTERLY,FIXED,NO,MATURED,BR-051,USD,30_360,NO
CUST005303,CD-1002088,2021-10-12,6,130345.46,1.028,QUARTERLY,VARIABLE,YES,MATURED,BR-082,USD,30_360,NO
CUST002440,CD-1002089,2025-09-07,9,167771.36,1.419,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-022,USD,ACT_365,YES
CUST000159,CD-1002090,2023-10-25,36,32667.17,2.776,AT_MATURITY,FIXED,YES,ACTIVE,BR-146,USD,ACT_365,NO
CUST007098,CD-1002091,2023-06-28,9,233327.0,2.416,MONTHLY,FIXED,YES,MATURED,BR-052,USD,30_360,NO
CUST002613,CD-1002092,2025-01-09,48,190794.08,3.313,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-137,USD,ACT_365,NO
CUST006440,CD-1002093,2024-10-25,24,237932.02,2.408,MONTHLY,VARIABLE,YES,ACTIVE,BR-037,USD,30_360,NO
CUST001583,CD-1002094,2025-07-15,18,75161.22,1.672,AT_MATURITY,FIXED,NO,ACTIVE,BR-053,USD,30_360,NO
CUST001300,CD-1002095,2024-02-26,6,108640.85,1.278,AT_MATURITY,VARIABLE,NO,MATURED,BR-137,USD,30_360,NO
CUST006225,CD-1002096,2022-10-20,18,60407.26,1.691,MONTHLY,VARIABLE,YES,MATURED,BR-062,USD,ACT_365,NO
CUST007517,CD-1002097,2020-10-25,36,68808.98,2.998,QUARTERLY,VARIABLE,YES,MATURED,BR-031,USD,30_360,NO
CUST006885,CD-1002098,2022-04-23,6,36749.03,1.087,MONTHLY,VARIABLE,YES,MATURED,BR-006,USD,30_360,NO
CUST006010,CD-1002099,2024-05-27,48,31746.38,3.536,MONTHLY,VARIABLE,NO,ACTIVE,BR-095,USD,30_360,NO
CUST001974,CD-1002100,2021-08-01,6,167860.72,0.855,MONTHLY,VARIABLE,YES,MATURED,BR-048,USD,ACT_365,NO
CUST007305,CD-1002101,2024-03-10,12,39657.36,1.161,MONTHLY,FIXED,NO,MATURED,BR-060,USD,ACT_365,NO
CUST005343,CD-1002102,2020-10-31,18,33792.06,1.101,QUARTERLY,FIXED,NO,MATURED,BR-038,USD,30_360,NO
CUST001378,CD-1002103,2020-05-17,36,133879.14,2.848,MONTHLY,FIXED,NO,MATURED,BR-032,USD,ACT_365,NO
CUST001035,CD-1002104,2022-04-12,9,176147.52,1.053,MONTHLY,FIXED,YES,MATURED,BR-148,USD,30_360,NO
CUST006969,CD-1002105,2021-06-08,12,194620.6,2.208,AT_MATURITY,VARIABLE,YES,MATURED,BR-019,USD,30_360,NO
CUST002201,CD-1002106,2025-06-11,48,145269.64,3.195,MONTHLY,VARIABLE,YES,ACTIVE,BR-126,USD,30_360,NO
CUST006127,CD-1002107,2022-05-12,9,50789.57,1.716,AT_MATURITY,FIXED,YES,MATURED,BR-144,USD,ACT_365,YES
CUST001110,CD-1002108,2022-08-13,24,143520.91,2.481,AT_MATURITY,VARIABLE,YES,MATURED,BR-048,USD,30_360,NO
CUST002245,CD-1002109,2022-07-09,12,156636.44,1.354,AT_MATURITY,VARIABLE,YES,MATURED,BR-117,USD,30_360,NO
CUST002268,CD-1002110,2021-12-24,3,64895.31,0.702,AT_MATURITY,VARIABLE,YES,MATURED,BR-049,USD,ACT_365,NO
CUST002249,CD-1002111,2025-09-24,18,36549.08,1.713,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-128,USD,30_360,NO
CUST005398,CD-1002112,2024-08-12,12,231449.85,1.837,QUARTERLY,VARIABLE,YES,MATURED,BR-100,USD,ACT_365,NO
CUST007315,CD-1002113,2020-12-28,9,24438.82,2.08,AT_MATURITY,VARIABLE,YES,MATURED,BR-098,USD,ACT_365,NO
CUST007282,CD-1002114,2021-05-06,48,69656.76,2.928,MONTHLY,FIXED,YES,MATURED,BR-074,USD,30_360,NO
CUST005932,CD-1002115,2020-07-03,36,58246.35,2.725,QUARTERLY,VARIABLE,NO,MATURED,BR-023,USD,ACT_365,NO
CUST001620,CD-1002116,2021-08-07,9,223050.09,1.068,MONTHLY,VARIABLE,YES,MATURED,BR-145,USD,ACT_365,NO
CUST007684,CD-1002117,2024-02-06,18,125738.86,1.633,QUARTERLY,VARIABLE,NO,MATURED,BR-104,USD,30_360,NO
CUST004337,CD-1002118,2025-11-04,36,239166.58,3.317,QUARTERLY,FIXED,YES,ACTIVE,BR-003,USD,ACT_365,NO
CUST004368,CD-1002119,2023-01-03,3,207140.7,0.691,AT_MATURITY,FIXED,NO,MATURED,BR-088,USD,ACT_365,NO
CUST005611,CD-1002120,2020-07-05,3,188840.35,0.397,MONTHLY,VARIABLE,YES,MATURED,BR-110,USD,ACT_365,NO
CUST006152,CD-1002121,2020-04-18,18,44606.48,1.831,MONTHLY,FIXED,YES,MATURED,BR-087,USD,30_360,NO
CUST007623,CD-1002122,2022-08-03,60,86416.26,4.133,MONTHLY,FIXED,YES,ACTIVE,BR-092,USD,ACT_365,NO
CUST004659,CD-1002123,2021-08-26,60,205157.46,3.853,MONTHLY,FIXED,YES,ACTIVE,BR-002,USD,ACT_365,NO
CUST004880,CD-1002124,2023-08-08,18,245890.93,1.522,AT_MATURITY,FIXED,YES,MATURED,BR-089,USD,30_360,NO
CUST005964,CD-1002125,2020-09-26,36,219541.24,2.776,MONTHLY,VARIABLE,YES,MATURED,BR-043,USD,30_360,NO
CUST002041,CD-1002126,2021-06-09,18,237128.84,1.288,MONTHLY,FIXED,YES,MATURED,BR-127,USD,ACT_365,NO
CUST002462,CD-1002127,2023-06-21,60,160641.52,4.148,MONTHLY,FIXED,YES,ACTIVE,BR-143,USD,ACT_365,NO
CUST005004,CD-1002128,2021-10-02,24,120962.91,1.958,AT_MATURITY,VARIABLE,YES,MATURED,BR-124,USD,30_360,NO
CUST000513,CD-1002129,2022-04-11,60,128923.02,4.485,QUARTERLY,VARIABLE,YES,ACTIVE,BR-063,USD,ACT_365,NO
CUST002564,CD-1002130,2021-05-21,12,114893.71,1.551,AT_MATURITY,VARIABLE,YES,MATURED,BR-032,USD,30_360,NO
CUST005744,CD-1002131,2020-04-27,60,39140.16,3.946,MONTHLY,VARIABLE,NO,MATURED,BR-146,USD,30_360,NO
CUST007809,CD-1002132,2022-02-26,36,76787.64,2.64,QUARTERLY,VARIABLE,YES,MATURED,BR-123,USD,ACT_365,YES
CUST004156,CD-1002133,2022-01-22,36,23048.34,2.043,AT_MATURITY,FIXED,YES,MATURED,BR-062,USD,ACT_365,NO
CUST003198,CD-1002134,2025-08-11,3,22595.76,0.917,MONTHLY,VARIABLE,YES,MATURED,BR-068,USD,30_360,YES
CUST003523,CD-1002135,2025-07-29,48,78302.71,3.289,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-098,USD,ACT_365,NO
CUST005483,CD-1002136,2022-09-11,6,166698.4,1.138,QUARTERLY,VARIABLE,YES,MATURED,BR-034,USD,ACT_365,NO
CUST004356,CD-1002137,2021-10-18,60,153620.66,3.933,AT_MATURITY,FIXED,YES,ACTIVE,BR-138,USD,ACT_365,NO
CUST000186,CD-1002138,2022-08-11,6,140086.03,1.62,AT_MATURITY,FIXED,YES,MATURED,BR-147,USD,ACT_365,NO
CUST004314,CD-1002139,2023-10-18,48,187358.6,3.266,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-038,USD,30_360,NO
CUST003201,CD-1002140,2022-05-31,24,105961.55,1.785,AT_MATURITY,VARIABLE,YES,MATURED,BR-079,USD,30_360,NO
CUST005606,CD-1002141,2024-09-20,12,110804.42,0.857,QUARTERLY,FIXED,YES,MATURED,BR-049,USD,ACT_365,NO
CUST007000,CD-1002142,2026-01-08,60,129745.59,3.844,MONTHLY,VARIABLE,YES,ACTIVE,BR-089,USD,ACT_365,YES
CUST007699,CD-1002143,2022-07-09,12,17114.34,1.074,MONTHLY,FIXED,YES,MATURED,BR-071,USD,30_360,NO
CUST004882,CD-1002144,2020-09-24,3,145632.18,0.506,AT_MATURITY,VARIABLE,NO,MATURED,BR-143,USD,30_360,NO
CUST002901,CD-1002145,2020-10-02,3,187684.72,0.851,MONTHLY,VARIABLE,NO,MATURED,BR-087,USD,ACT_365,YES
CUST003552,CD-1002146,2025-06-11,48,66278.77,3.758,QUARTERLY,FIXED,YES,ACTIVE,BR-105,USD,30_360,YES
CUST001412,CD-1002147,2022-08-07,12,213776.06,1.767,AT_MATURITY,VARIABLE,YES,MATURED,BR-045,USD,ACT_365,NO
CUST007487,CD-1002148,2022-01-16,48,66920.98,2.911,QUARTERLY,FIXED,NO,MATURED,BR-046,USD,30_360,NO
CUST006778,CD-1002149,2023-11-13,3,128546.77,0.973,QUARTERLY,FIXED,YES,MATURED,BR-005,USD,ACT_365,NO
CUST006832,CD-1002150,2025-12-21,3,218681.35,1.108,MONTHLY,VARIABLE,YES,MATURED,BR-030,USD,30_360,NO
CUST002625,CD-1002151,2022-08-26,60,184663.08,4.205,AT_MATURITY,FIXED,YES,ACTIVE,BR-015,USD,30_360,NO
CUST002578,CD-1002152,2021-12-20,6,144243.79,1.681,QUARTERLY,FIXED,YES,MATURED,BR-137,USD,30_360,NO
CUST006853,CD-1002153,2025-05-21,36,155871.49,2.311,MONTHLY,FIXED,YES,ACTIVE,BR-065,USD,30_360,NO
CUST004356,CD-1002154,2020-07-08,12,27667.19,1.13,AT_MATURITY,VARIABLE,YES,MATURED,BR-057,USD,ACT_365,NO
CUST005637,CD-1002155,2025-04-09,18,174980.67,1.528,AT_MATURITY,FIXED,YES,ACTIVE,BR-091,USD,30_360,NO
CUST003919,CD-1002156,2023-04-01,6,153175.48,1.248,QUARTERLY,VARIABLE,YES,MATURED,BR-081,USD,ACT_365,NO
CUST003542,CD-1002157,2020-02-15,9,21591.3,0.327,AT_MATURITY,FIXED,YES,MATURED,BR-142,USD,ACT_365,NO
CUST005057,CD-1002158,2021-06-03,36,31515.06,2.64,AT_MATURITY,FIXED,YES,MATURED,BR-078,USD,ACT_365,NO
CUST006504,CD-1002159,2024-03-29,18,242765.87,1.136,AT_MATURITY,FIXED,YES,MATURED,BR-022,USD,ACT_365,NO
CUST002673,CD-1002160,2024-09-13,18,44938.82,1.759,MONTHLY,FIXED,YES,MATURED,BR-071,USD,ACT_365,NO
CUST006473,CD-1002161,2021-03-22,60,223995.37,4.725,QUARTERLY,VARIABLE,YES,MATURED,BR-124,USD,ACT_365,NO
CUST001954,CD-1002162,2024-02-08,12,69320.55,1.755,MONTHLY,FIXED,NO,MATURED,BR-101,USD,30_360,NO
CUST003223,CD-1002163,2026-03-06,48,99332.3,2.931,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-084,USD,ACT_365,YES
CUST007301,CD-1002164,2024-04-14,36,139094.58,2.573,QUARTERLY,FIXED,YES,ACTIVE,BR-049,USD,ACT_365,NO
CUST007635,CD-1002165,2024-05-21,18,156654.13,1.449,MONTHLY,FIXED,YES,MATURED,BR-141,USD,30_360,NO
CUST007391,CD-1002166,2021-03-17,9,124695.88,1.733,MONTHLY,FIXED,YES,MATURED,BR-020,USD,ACT_365,NO
CUST002529,CD-1002167,2023-12-25,12,87435.2,0.669,MONTHLY,FIXED,YES,MATURED,BR-038,USD,30_360,NO
CUST006746,CD-1002168,2024-06-04,48,124922.5,3.206,QUARTERLY,FIXED,YES,ACTIVE,BR-017,USD,30_360,NO
CUST007488,CD-1002169,2020-09-09,9,175321.5,1.036,MONTHLY,VARIABLE,NO,MATURED,BR-096,USD,ACT_365,NO
CUST007825,CD-1002170,2021-12-11,24,99422.53,1.669,QUARTERLY,VARIABLE,NO,MATURED,BR-105,USD,30_360,NO
CUST000168,CD-1002171,2025-07-06,6,136538.86,1.7,MONTHLY,FIXED,YES,MATURED,BR-097,USD,ACT_365,NO
CUST005960,CD-1002172,2026-03-27,12,95103.73,0.892,QUARTERLY,FIXED,NO,ACTIVE,BR-141,USD,30_360,YES
CUST007973,CD-1002173,2021-01-30,60,82816.73,3.582,QUARTERLY,FIXED,YES,MATURED,BR-119,USD,30_360,NO
CUST006117,CD-1002174,2024-07-27,18,75055.24,2.318,QUARTERLY,FIXED,NO,MATURED,BR-022,USD,30_360,NO
CUST001866,CD-1002175,2023-02-18,48,56376.52,3.325,QUARTERLY,FIXED,YES,ACTIVE,BR-060,USD,30_360,YES
CUST006100,CD-1002176,2023-09-08,9,190312.13,1.219,MONTHLY,VARIABLE,YES,MATURED,BR-018,USD,30_360,NO
CUST000842,CD-1002177,2023-03-11,36,245982.17,2.501,AT_MATURITY,FIXED,YES,MATURED,BR-044,USD,30_360,NO
CUST003845,CD-1002178,2025-05-31,60,7733.96,3.999,MONTHLY,FIXED,YES,ACTIVE,BR-041,USD,ACT_365,NO
CUST005010,CD-1002179,2022-10-12,60,49417.67,3.85,MONTHLY,FIXED,YES,ACTIVE,BR-087,USD,30_360,NO
CUST003652,CD-1002180,2023-09-06,12,241080.33,1.183,QUARTERLY,VARIABLE,YES,MATURED,BR-057,USD,ACT_365,NO
CUST005598,CD-1002181,2024-03-06,36,85772.91,2.23,MONTHLY,VARIABLE,NO,ACTIVE,BR-080,USD,ACT_365,NO
CUST001922,CD-1002182,2023-06-14,60,97549.14,4.014,AT_MATURITY,FIXED,YES,ACTIVE,BR-123,USD,30_360,NO
CUST004850,CD-1002183,2025-06-29,48,165910.46,3.151,QUARTERLY,VARIABLE,YES,ACTIVE,BR-135,USD,ACT_365,NO
CUST005158,CD-1002184,2021-06-25,60,88494.95,3.836,AT_MATURITY,VARIABLE,YES,ACTIVE,BR-109,USD,30_360,NO
CUST005070,CD-1002185,2025-12-02,3,123428.76,1.191,MONTHLY,FIXED,YES,MATURED,BR-145,USD,ACT_365,NO
CUST002315,CD-1002186,2024-03-26,18,225229.52,1.583,MONTHLY,FIXED,YES,MATURED,BR-063,USD,ACT_365,NO
CUST002443,CD-1002187,2025-12-29,48,141413.56,3.322,MONTHLY,FIXED,NO,ACTIVE,BR-140,USD,ACT_365,NO
CUST002063,CD-1002188,2022-05-04,36,166886.66,3.306,MONTHLY,FIXED,NO,MATURED,BR-077,USD,30_360,NO
CUST003694,CD-1002189,2022-12-28,6,54662.4,1.254,MONTHLY,FIXED,NO,MATURED,BR-114,USD,ACT_365,NO
CUST004688,CD-1002190,2020-04-08,24,65732.36,1.891,QUARTERLY,FIXED,NO,MATURED,BR-144,USD,ACT_365,YES
CUST002900,CD-1002191,2025-10-08,6,222943.62,0.736,MONTHLY,VARIABLE,NO,MATURED,BR-113,USD,ACT_365,NO
CUST003280,CD-1002192,2025-02-04,3,229436.8,0.914,QUARTERLY,FIXED,YES,MATURED,BR-091,USD,30_360,NO
CUST002292,CD-1002193,2021-11-06,6,201841.3,1.396,MONTHLY,FIXED,YES,MATURED,BR-042,USD,30_360,NO
CUST001751,CD-1002194,2020-04-28,60,30955.29,3.793,QUARTERLY,FIXED,YES,MATURED,BR-056,USD,30_360,NO
CUST005259,CD-1002195,2024-05-08,9,204723.86,1.265,MONTHLY,VARIABLE,NO,MATURED,BR-045,USD,ACT_365,NO
CUST006528,CD-1002196,2024-03-13,18,5297.32,1.545,QUARTERLY,FIXED,YES,MATURED,BR-078,USD,ACT_365,YES
CUST002326,CD-1002197,2023-04-18,9,149340.34,1.137,MONTHLY,FIXED,YES,MATURED,BR-088,USD,30_360,NO
CUST006884,CD-1002198,2020-12-23,60,168977.96,3.553,QUARTERLY,FIXED,YES,MATURED,BR-131,USD,ACT_365,NO
CUST004568,CD-1002199,2025-09-25,60,106887.46,4.074,QUARTERLY,VARIABLE,YES,ACTIVE,BR-007,USD,ACT_365,NO
CUST001342,CD-1002200,2022-09-13,24,120063.76,2.109,MONTHLY,FIXED,NO,MATURED,BR-029,USD,30_360,NO
CUST002928,CD-1002201,2024-07-10,48,185591.4,3.855,MONTHLY,FIXED,YES,ACTIVE,BR-138,USD,ACT_365,NO
CUST000061,CD-1002202,2025-05-13,3,223771.72,0.975,MONTHLY,VARIABLE,NO,MATURED,BR-066,USD,30_360,NO
CUST000314,CD-1002203,2023-06-04,60,47739.78,3.728,AT_MATURITY,VARIABLE,NO,ACTIVE,BR-132,USD,ACT_365,NO
CUST002689,CD-1002204,2020-08-03,12,35051.93,1.925,AT_MATURITY,FIXED,NO,MATURED,BR-068,USD,30_360,NO
CUST003636,CD-1002205,2025-07-17,12,157683.02,1.545,MONTHLY,FIXED,YES,ACTIVE,BR-074,USD,ACT_365,YES
CUST006380,CD-1002206,2024-03-01,6,58074.52,1.163,AT_MATURITY,VARIABLE,YES,MATURED,BR-017,USD,ACT_365,NO
CUST001075,CD-1002207,2025-08-02,48,48959.07,3.332,QUARTERLY,VARIABLE,NO,ACTIVE,BR-088,USD,ACT_365,NO
CUST006713,CD-1002208,2023-10-29,6,51271.09,1.15,AT_MATURITY,VARIABLE,NO,MATURED,BR-130,USD,30_360,NO
CUST001876,CD-1002209,2025-08-31,48,49611.22,3.034,QUARTERLY,FIXED,YES,ACTIVE,BR-099,USD,ACT_365,NO
CUST001107,CD-1002210,2025-06-01,36,119540.97,2.666,MONTHLY,VARIABLE,YES,ACTIVE,BR-075,USD,30_360,NO
CUST005599,CD-1002211,2021-05-06,36,241115.29,2.618,AT_MATURITY,VARIABLE,NO,MATURED,BR-103,USD,ACT_365,NO
CUST006194,CD-1002212,2021-01-29,3,207103.46,1.06,AT_MATURITY,VARIABLE,YES,MATURED,BR-033,USD,30_360,NO
CUST004839,CD-1002213,2020-12-31,36,136062.23,3.086,MONTHLY,VARIABLE,YES,MATURED,BR-048,USD,ACT_365,NO
CUST000926,CD-1002214,2024-12-29,60,20750.73,4.313,AT_MATURITY,FIXED,NO,ACTIVE,BR-075,USD,30_360,NO
CUST000923,CD-1002215,2021-07-02,12,168396.4,1.594,QUARTERLY,VARIABLE,NO,MATURED,BR-002,USD,30_360,YES
CUST003121,CD-1002216,2022-10-23,18,113060.04,1.132,AT_MATURITY,VARIABLE,YES,MATURED,BR-012,USD,ACT_365,NO
CUST003605,CD-1002217,2024-12-02,6,194700.8,0.943,QUARTERLY,VARIABLE,NO,MATURED,BR-120,USD,ACT_365,NO
CUST007988,CD-1002218,2022-09-04,18,123742.36,1.097,MONTHLY,VARIABLE,YES,MATURED,BR-034,USD,30_360,NO
CUST002292,CD-1002219,2020-05-21,36,167234.3,3.074,AT_MATURITY,FIXED,NO,MATURED,BR-102,USD,30_360,NO
CUST001541,CD-1002220,2022-04-05,9,50412.36,1.213,QUARTERLY,VARIABLE,YES,MATURED,BR-006,USD,ACT_365,NO
CUST007567,CD-1002221,2020-08-03,36,208387.25,2.644,MONTHLY,VARIABLE,YES,MATURED,BR-038,USD,ACT_365,NO
CUST001232,CD-1002222,2022-05-29,3,194966.3,0.695,AT_MATURITY,VARIABLE,YES,MATURED,BR-010,USD,30_360,NO
CUST000212,CD-1002223,2024-08-07,36,93816.63,3.138,QUARTERLY,FIXED,YES,ACTIVE,BR-061,USD,30_360,NO
CUST003382,CD-1002224,2023-04-01,24,240929.22,2.091,QUARTERLY,FIXED,YES,MATURED,BR-073,USD,ACT_365,NO
CUST003209,CD-1002225,2024-03-19,9,40518.5,1.215,QUARTERLY,FIXED,NO,MATURED,BR-017,USD,ACT_365,NO
CUST004957,CD-1002226,2020-08-31,12,5493.31,1.459,AT_MATURITY,VARIABLE,YES,MATURED,BR-119,USD,30_360,NO
CUST007022,CD-1002227,2024-09-07,9,190902.79,1.326,MONTHLY,VARIABLE,NO,MATURED,BR-027,USD,ACT_365,NO
